Crs Code,Name,Changed By,Changed Date,NLC,16 Char Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Address Line 5,Postcode,Longitude,Latitude,Station Operator,Staffing Level,CCTV Available,Info. avail. from staff,Opening Note,CIS,Help Points,Help Points Available,Ticket Office Opening Note,Ticket Office Available,Ticket Office Location,Pre-purchase Collection,Ticket Machine Available,Oyster Issued,Oyster Topup,Oyster Pickup,Use Oyster,Oyster Comments,Smartcard Issued,Smartcard Topup,Smartcard Pickup,Smartcard Validator,Smartcard Comments,Travelcard Zone,Penalty Fares,Penalty Fares TOCs,Penalty Fares URL,Always show Oyster,Note,Primary Tel Country,Primary Tel Nr.,Primary Tel Ext.,Url,Available,Operator Name,Primary Tel Country,Primary Tel Nr.,Primary Tel Ext.,Url,Opening Note,Available,Operator Name,1st Class Lounge Note,1st Class Lounge Opening Note,1st Class Lounge Available,Seated Area Available,Seated Area Location,Waiting Room Opening Note,Waiting Room Available,Waiting Room Location,Trolleys Available,Refreshments Note,Refreshments Available,WC Available,WC Location,Baby Change Available,Baby Change Location,Showers Available,Telephones Exist,Telephones Usage Type,Wifi Note,Wifi Available,Web Kiosk Opening Note,Web Kiosk Available,Postbox Available,Postbox Location,Tourist Info Available,Tourist Info Location,ATM Available,ATM Location,Bureau de Change Available,Shops Note,Shops Available,Helpline Note,Helpline Contact,Helpline Opening Note,Staff Help Note,Staff Help Opening Note,Staff Help Available,Induction Loop,Accessible Ticket Machines Note,Accessible Ticket Machines Available,Height Adjusted Counter Note,Height Adjusted Counter Available,Train Access Ramp Available,Accessible Taxis,Accessible Phones,Nearest Stations More Facilities Note,National Key Toilets Available,National Key Toilets Location,Step Free Access Note,Step Free Access Available,Ticket Gates Note,Ticket Gates Available,Impaired Mobility Set Down Note,Impaired Mobility Set Down Available,Wheelchairs Opening Note,Wheelchairs Available,Spaces,Sheltered,Security,Location,Note,Type,Rail Replacement Note,Rail Replacement Map,Taxi Rank,Onward Travel,Metro Services,Airport,Port,Car Hire,Cycle Hire,Station Alert,TOCs,Station Category,Page Guid,,,,,
PUT,Putney,KMiller,21/02/2014,560300,PUTNEY,High Street,London,,,,SW15 1RT,-0.216473031,51.46130596,SW,fullTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>Near the station entrances on platform 1 and in the booking hall</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 2/3,,,,Y,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,Y,N,,N,,N,Y,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SW15 1RT&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Putney station</a>,N,,N,Y,,N,,Y,,N,,Y,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,Y,N,,,,N,,<p>Putney is inaccessible to wheelchair users. Customers are advised to&nbsp,use either Richmond or Clapham Junction stations.</p>,N,Wide aisle gate available.,Y,,N,,N,14,Yes,Y,<p>Platforms 3 & 4</p>,,Stands,<p>Upper Richmond Road by 'Despino Restaurant' To Waterloo: Bus stop 'F' From Waterloo: Bus stop 'G'</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/PUT.pdf"">here</a></p>",,,,,,"<span><span> <p dir=""ltr"">From Tuesday 18th Feb all access to the platforms at Putney will be via the new platform 1 stairs, and temporary footbridge. Please allow enough time to reach the platform for your train'.</p> <span><span> <p dir=""ltr"">The newly constructed stairs on the concourse will be open for our customers to use from Monday 24th February. <span><span>The temporary footbridge will be removed and work will continues with station improvements�with the aim of being complete by this Summer.</span></span></p> <p dir=""ltr""><span></p> <p dir=""ltr""><span>Thank you for your patience.</span></p> <p></span></p> <span><span></span></span></span></span></span></span>",SW,,305FE331F2674E7692E55D2894F5C64A,,,,
QRB,Queenstown Road (Battersea),welsbys,30/04/2013,559600,QUEENSTOWN ROAD,Rail Station,Queenstown Road,London,,,SW8 4LP,-0.146833069,51.47461422,SW,unstaffed,Y,,,,<p>Help points are available on all platforms</p>,Y,,N,<p>Down the stairs at the entrance/Ticket machine situated on platform when entrance is closed.</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 2,,,,Y,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,N,,N,,Y,N,,N,,N,N,CardsAndCoins,<p>Find WiFi Hotspots around Queenstown Road (Battersea) station</p>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Queenstown road is inaccessible to wheelchair users. Wheelchair users wishing to board/alight at Queenstown Road are advised to join services at either London Waterloo</p>,N,,,,N,,N,0,No,Y,,,,"<p>Station entrance, Queenstown Road</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/QRB.pdf"">here</a></p>",,,,,,,SW,,64C87DB3B0A443079ADF67CE1E0C0CEC,,,,,
RAY,Raynes Park,KThimbleby,20/01/2014,556900,RAYNES PARK,Station Approach,Coombe Lane,London,,,SW20 0JY,-0.22999932,51.40935291,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>At the station entrance</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 4,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,N,,,,N,Y,,,Y,,N,,Y,Y,,N,,N,Y,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SW20 0JY&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Raynes Park station</a>,N,,N,N,,N,,Y,,N,,N,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,Y,Y,,,,N,"<p>A National Key Scheme toilet is available. Radar Key available from station staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212, email: radar@radar.org.uk, web www.radar.org.uk/ site:</p>","<p>Raynes Park is only partly accessible to wheelchair users.</p> <p>Platforms 1 and 2 (for service to Wimbledon and London Waterloo) are fully accessible. Please note that there is a large gap between the train and platform, passengers are advised that this gap is smallest at the London end of the platform (front of the train)</p> <p>Platforms 3 and 4 (for services to Shepperton, Surbiton, Chessington South and Dorking) have access via steps. Passengers requiring level access to these services are advised to use Wimbledon station.</p>",N,,,,N,,N,110,No,Y,"<p>Booking hall entrance, platform 2</p>",,Stands,<p>Coombe Lane. To Wimbledon: Bus stop 'C' From Wimbledon: Bus stop 'A'</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/RAY.pdf"">here</a></p>",,,,,,,SW,,7BD6F212F0AE417ABEB27A1844BA4C7F,,,,,
RDB,Redbridge,cevans,22/08/2013,591200,REDBRIDGE HANTS,Redbridge,Hampshire,,,,SO15 0NB,-1.470167863,50.91993012,SW,unstaffed,N,,,,<p>Help points are available on all platforms</p>,Y,,N,<p>Permit to Travel Machine at the entrance to platform</p>,NotAvailable,N,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SO15 0NB&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Redbridge station</a>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,<p>A Permit to Travel machine is in operation at this station. Please purchase a permit and exchange it for a ticket on train</p>,Y,,N,N,,,,N,,<p>Platform&nbsp,1 - has step free access from Car Park. Platform&nbsp,2 - 31 steps from station entrance. Interchange - there is no step free interchange between platforms. Wheelchair users are advised to use Southampton Central.</p>,N,,,,N,,N,8,No,N,,,Stands,<p>Pick up/set down at bus stops on dual carriageway adjacent to slip roads</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/RDB.pdf"">here</a></p>",,,,,,,SW,,3E363438044F4381B5C37389A8A0DAE4,,,
RMD,Richmond (London),cevans,22/08/2013,557000,RICHMOND LONDON,Kew Road,Richmond,Greater London,,,TW9 2NA,-0.301039568,51.46310164,SW,fullTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>In the booking hall and on the lower station concourse</p>,TicketMachine,Y,Y,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 4,,,,Y,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,Y,Y,,Y,,N,Y,CardsAndCoins,<p>Find WiFi Hotspots around Richmond station</p>,N,,N,Y,,N,,Y,,N,,Y,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,Y,Y,,,,N,"<p>A National Key Scheme toilet is available. Radar Key available from station staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212, email: radar@radar.org.uk, web www.radar.org.uk/ site:</p>",<p>Richmond is a fully accessible station. There is access to all platforms via staff operated lifts. Please speak to a member of staff if you need to use the lifts.</p>,Y,Wide aisle ticket gate available.,Y,,N,,Y,128,Yes,Y,<p>Cycle stands located in car park</p>,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""4 lockers and 124 cycle stand parking spaces"">4 lockers and 124 cycle stand parking spaces</span></p>","Lockers, Stands",<p>Station forecourt. off Kew Road</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/RMD.pdf"">here</a></p>",,,,,,,SW,,FCC52A3474AB4E0D93466248A378B2D8,,,,,
RLN,Rowlands Castle,KThimbleby,20/01/2014,565800,ROWLANDS CASTLE,Bowes Hill,Rowlands Castle,,,,PO9 6BP,-0.957464705,50.89216101,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>On platform 1 under the bridge</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,<p>Please contact South West Trains Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=PO9 6BP&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Rowlands Castle station</a></p>",N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,<p>Havant</p>,N,,<p>Rowlands Castle is an inaccessable station. Wheelchair users are advised to use Havant.</p>,N,,,,N,,N,4,No,Y,,,Stands,"<p>Redhill Road bus stop by hardware shop, to Portsmouth. Opposite side to Petersfield.</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/RLN.pdf"">here</a></p>",,,,,,,SW,,D5D3B4CE717A4613BA95DC8718F19DCE,,,,,
SAL,Salisbury,cplewa,11/03/2014,566300,SALISBURY.,South Western Road,Salisbury,,,,SP2 7RS,-1.806389093,51.07054404,SW,fullTime,Y,Yes - from information point,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>In the booking hall</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,Y,,Y,Y,,Y,,N,Y,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=SP2 7RS&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Salisbury station</a></p>",N,,N,N,,Y,,N,,N,,N,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,"<p>A National Key Scheme toilet is available. Radar Key available from station staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212, email: radar@radar.org.uk, web www.radar.org.uk/ site:</p>",<p>There is step free access to all platforms. Access to platforms 5 (for trains to Cardiff and the West of England) and 6 (for some services to Basingstoke and London Waterloo) are via level access.</p> <p>Access to all other platforms is via a subway with steep ramps. A staff operated powered wheelchair is available for customers who have difficulty using the ramps. Please speak to our assisted travel team or a member of station staff.</p>,Y,,,,N,,Y,98,Yes,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""car park, platform 4 and platform 6"">Car park, platform 4 and platform 6</span></p>",,Stands,"<p>Station forecourt, off South Western Road</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SAL.pdf"">here</a></p>",,,,,,,SW,,DFCEF0F08405488490A644D6554CF369,,,,,
SHW,Shawford,cevans,22/08/2013,592900,SHAWFORD,Shawford Road,Shawford,,,,SO21 2AA,-1.328195204,51.02181488,SW,unstaffed,N,,,,<p>Help points are available on all platforms</p>,Y,,N,<p>Located by the stairs to the platforms at the entrance to the station on street level</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,<p>Find WiFi Hotspots around Shawford station</p>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,"<p>Shawford is inaccessible to wheelchair users, they are advised to use Eastleigh or Winchester stations or contact our Assisted Travel Team (0800 52 82 100)</p>",N,,,,N,,N,4,No,N,,,Stands,<p>Bus lay-by in Shawford Road adjacent to main station forecourt</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SHW.pdf"">here</a></p>",,,,,,,SW,,644220FE0A724CE08F755E2B7495D4A7,,,,,
SHP,Shepperton,KMiller,02/02/2014,560500,SHEPPERTON,Station Approach,Shepperton,Middlesex,,,TW17 8AN,-0.446776819,51.39680664,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>Near the station entrance</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,N,N,,N,,N,Y,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=TW17 8AN&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Shepperton station</a>,N,,N,Y,,N,,N,,N,,N,,,,Telephone 0800 52 82 100,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Shepperton is fully accessible to wheelchair users.</p>,Y,,,,N,,N,36,No,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""platform 1 and booking hall entrance"">Platform 1 and booking hall entrance</span></p>",,Stands,<p>Front of Station - Station Road</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SHP.pdf"">here</a></p>",,,,,,"<span> <p dir=""ltr"">Ticket Office Improvements</p> <p dir=""ltr"">Monday 10 to Friday 14 February</p> <p dir=""ltr"">I am pleased to announce that the ticket office is to be refurbished to provide better access for all our customers.</p> <p dir=""ltr"">During the work, fully trained staff will be on hand in the booking hall to assist in using the self-service ticket machines and offer travel advice.</p> <p dir=""ltr"">Please allow extra time to buy your tickets as this may take longer than normal.</p> <p dir=""ltr"">Thank you for your patience and understanding while we complete this essential work.</p> </span>",SW,,99B6B11F16EB4390B32F5336AB52EBE8,,,,,
SHE,Sherborne,cplewa,22/11/2013,583500,SHERBORNE,South Street,Sherborne,,,,DT9 3NB,-2.513081696,50.94400636,SW,fullTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>Outside the main station entrance.</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,Y,Caf&eacute,,Y,Y,,Y,,N,Y,CardsAndCoins,<p>Find WiFi Hotspots around Sherborne station</p>,N,,N,Y,,N,,N,,N,,N,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,<p>Must be pre-bookeed</p>,,,N,,<p>There is step free access to Platform 1 access to platform 2 via barrow crossing requiring staff assistance. Interchange is via barrow crossing or footbridge consisting of 48 steps.</p>,N,,,,N,,Y,10,No,Y,<p>Platform 1</p>,,Stands,<p>To Yeovil: Outside Station To Gillingham: Bus stop adjacent to station entrance</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SHE.pdf"">here</a></p>",,,,,,,SW,,C2E043E8E3364E2F99C89D7B7335DD36,,,,
SHO,Sholing,cevans,22/08/2013,593000,SHOLING,Sholing,Hampshire,,,,SO19 8JY,-1.364351502,50.89674031,SW,unstaffed,Y,,,,<p>Help points are available on all platforms</p>,Y,,N,<p>Located at the bottom of the ramp onto the station</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=SO19 8JY&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Sholing station</a></p>",N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,<p>Only Portsmouth bound&nbsp,services are accessible to wheelchair users at Sholing station. Wheelchair users wishing to travel to London are advised to use Netley.</p>,N,,,,N,,N,4,No,Y,,,Stands,"<p>To Woolston/Southampton, in Station Road by the 'Stop & Shop' store adjacent to footpath leading to station. To Bursledon/Fareham, in Station Road between Cranbury Road and Sholing Vicarage driveway.</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SHO.pdf"">here</a></p>",,,,,,,SW,,1FC1D60D7039476B9D6D58C3EDF7E83E,,,,
SOA,Southampton Airport Parkway,CTucker,03/02/2014,592200,SOUTHAMPTON AIR,Wide Lane,Southampton,,,,SO18 2HW,-1.363101804,50.95080673,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>Located near the station entrances and in the booking hall</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,Y,Y,,,Y,,Y,,Y,Y,,Y,,N,Y,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=SO18 2HW&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Southampton Airpt Parkway station</a></p>",N,,N,N,,N,,N,,N,,N,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,Y,Y,,,,N,"<p>A National Key Scheme toilet is available. Radar Key available from station staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212, email: radar@radar.org.uk, web www.radar.org.uk/ site:</p>",<p>Southampton Airport Parkway has step free access&nbsp,throughout the station.</p> <p>Access to platform 2 and the airport is via the lifts. The lifts are in operation 24 hours a day&nbsp,&nbsp,</p>,N,,,,N,,Y,168,Yes,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""car park and platform 2"">Car park and platform 2</span></p>",,Stands,,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SOA.pdf"">here</a></p>",,,,,,<p>�</p>,SW,,14FC1828EADB40BF949A0B5F3C4730C5,,
SOU,Southampton Central,BAyres,30/01/2014,593200,SOUTHAMPTON CTL.,Blechynden Terrace,Southampton,,,,SO15 1AL,-1.413602474,50.90743864,SW,fullTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>In main entrance and both booking halls</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,Y,,Y,Y,,Y,,N,Y,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SO15 1AL&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Southampton Central station</a>,N,,N,Y,,N,,Y,,N,,Y,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,"<p>A National Key Scheme toilet is available on platform 1. Radar Key available from station staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212, email: radar@radar.org.uk, web www.radar.org.uk/ site:</p>",<p>Southampton Central is fully accessible to Wheelchair users 24 hours a day.</p>,Y,,,,N,,Y,228,Yes,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""platform 1, platform 4 and car park"">Platform 1, platform 4 and car park</span></p>",<p>There is partial CCTV coverage of the Cycle Storage Area.</p>,Stands,<p>Replacement Bus services will normally depart from the Station Forecourt area. Staff will be on hand to direct customers.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SOU.pdf"">here</a></p>",,,<p>'UniLink' bus route U1 provides a regular service from the station forecourt to the Town Quay. For details: www.unilinkbus.co.uk</p> <p>&nbsp,</p>,,"Brompton Dock <BR>0208 232 3931<BR><A href=""http://www.bromptondock.co.uk/"">www.bromptondock.co.uk</A>&nbsp;",,SW,,9EFAB9B4AA4F4D78BB64A29E9623ABA8,,,,
